531,Epoch 100,Epoch 100,Epoch 200,Epoch 300,Transformer Encoder,LSTM
266,0.564925373,50.09416196,0.566259801,0.547931969,0.700613856,0.701834857
267,0.567815185,50.28248588,0.566554427,0.548146993,0.700916469,0.702793211
268,0.568930715,50.47080979,0.569429636,0.55164513,0.701378912,0.703182787
269,0.57166785,50.65913371,0.570332289,0.551914483,0.70377931,0.703739524
270,0.572443008,50.84745763,0.571106672,0.552942783,0.7060588,0.704109281
271,0.574868023,51.03578154,0.572240591,0.556274831,0.706132799,0.704653144
272,0.575820833,51.22410546,0.572499335,0.556557477,0.706284404,0.704731733
273,0.576440006,51.41242938,0.573963463,0.558225453,0.706291109,0.704861969
274,0.576588541,51.6007533,0.575559467,0.558729708,0.706687152,0.70491913
275,0.576924592,51.78907721,0.575733572,0.562450141,0.70705393,0.706210673
276,0.577326,51.97740113,0.578803867,0.564817429,0.708145738,0.706729323
277,0.578569651,52.16572505,0.57941848,0.565815151,0.709002763,0.707001507
278,0.579595625,52.35404896,0.580283493,0.567391247,0.70981589,0.707613498
279,0.581220686,52.54237288,0.585406125,0.57036984,0.709985018,0.707707256
280,0.58178854,52.7306968,0.585807681,0.570594311,0.712362766,0.708520949
281,0.582263708,52.91902072,0.587255001,0.571060449,0.712912977,0.708865643
282,0.583515823,53.10734463,0.587995946,0.571519703,0.713422239,0.709022343
283,0.584481299,53.29566855,0.588987827,0.572752357,0.713699937,0.70932588
284,0.587679029,53.48399247,0.589893997,0.57278195,0.714077055,0.710635543
285,0.587990254,53.67231638,0.592164963,0.573303223,0.714230061,0.711108685
286,0.588588953,53.8606403,0.592230141,0.574405551,0.714232177,0.712045848
287,0.59243995,54.04896422,0.593066037,0.574653447,0.714249015,0.712190896
288,0.594674557,54.23728814,0.594055027,0.574848533,0.714313477,0.712193221
289,0.596259326,54.42561205,0.595529169,0.575751811,0.716078311,0.713753223
290,0.596957415,54.61393597,0.596095622,0.575868815,0.717172712,0.714126527
291,0.597971201,54.80225989,0.596383005,0.576103181,0.717289358,0.714309692
292,0.59866941,54.9905838,0.596781403,0.577104777,0.717409641,0.714427024
293,0.599800855,55.17890772,0.597802043,0.577580839,0.71873796,0.714813054
294,0.600149065,55.36723164,0.599317878,0.577806294,0.718771517,0.715090841
295,0.600984782,55.55555556,0.599901795,0.578460395,0.718880355,0.715854764
296,0.601025552,55.74387947,0.604310066,0.5791246,0.719305247,0.716892689
297,0.601119906,55.93220339,0.605935156,0.583572447,0.719736457,0.716914564
298,0.60203439,56.12052731,0.606767386,0.584508061,0.720106035,0.717550516
299,0.603337109,56.30885122,0.608338833,0.584955364,0.721845478,0.71761179
300,0.605511904,56.49717514,0.609055132,0.586122692,0.722989172,0.717772663
301,0.605558544,56.68549906,0.610204846,0.58639577,0.723597229,0.718070537
302,0.606159031,56.87382298,0.611105412,0.587604105,0.723862529,0.718145728
303,0.607431203,57.06214689,0.611557633,0.588429809,0.724072725,0.719245076
304,0.607598424,57.25047081,0.612655193,0.592769176,0.724132687,0.719953269
305,0.608067274,57.43879473,0.61284411,0.593558252,0.725144029,0.721983403
306,0.608717382,57.62711864,0.613311529,0.595451325,0.725505263,0.721992821
307,0.610396504,57.81544256,0.614676416,0.597534567,0.725918472,0.722362041
308,0.611844063,58.00376648,0.615185738,0.597847581,0.726818919,0.723183244
309,0.612045348,58.1920904,0.616091996,0.598803967,0.726874858,0.723236054
310,0.612694651,58.38041431,0.61788547,0.604116678,0.726928562,0.723389655
311,0.612999797,58.56873823,0.620535016,0.605453759,0.728252679,0.723519057
312,0.618068963,58.75706215,0.621033043,0.605777144,0.729587972,0.723741531
313,0.619966298,58.94538606,0.622759223,0.611033797,0.730259538,0.724207252
314,0.624961585,59.13370998,0.623103768,0.61140132,0.730487019,0.725092411
315,0.626536131,59.3220339,0.627546787,0.611532837,0.731355458,0.725328594
316,0.626745343,59.51035782,0.627853036,0.614297599,0.731412619,0.725611418
317,0.62792173,59.69868173,0.628398448,0.615611821,0.732057482,0.72573936
318,0.629113883,59.88700565,0.630377531,0.61632514,0.732781619,0.726108372
319,0.633239925,60.07532957,0.63313961,0.618726403,0.733928382,0.726498753
320,0.635971993,60.26365348,0.634408444,0.619731039,0.734735757,0.726728827
321,0.636265337,60.4519774,0.635119975,0.621324271,0.734736234,0.727086812
322,0.637190312,60.64030132,0.639209837,0.622490674,0.735239595,0.727133602
323,0.637356281,60.82862524,0.640401721,0.622844756,0.735246599,0.72832787
324,0.637366563,61.01694915,0.640906453,0.623101503,0.736025393,0.729160398
325,0.637414217,61.20527307,0.642395735,0.627559006,0.736109912,0.729939461
326,0.637460083,61.39359699,0.644043773,0.627857149,0.73648122,0.730367422
327,0.638315469,61.5819209,0.644495964,0.629439145,0.73659566,0.730854124
328,0.639156163,61.77024482,0.646614045,0.631687582,0.7377325,0.731200308
329,0.641822755,61.95856874,0.647645622,0.632562995,0.737943292,0.731382042
330,0.643894762,62.14689266,0.649167567,0.634440601,0.738598943,0.731755584
331,0.645282984,62.33521657,0.651102453,0.639426917,0.739379972,0.731998682
332,0.645961732,62.52354049,0.652503401,0.639780939,0.739436537,0.732096732
333,0.649754137,62.71186441,0.652720064,0.639896899,0.739720345,0.732099295
334,0.650303662,62.90018832,0.654730529,0.64066276,0.739881009,0.732211798
335,0.651402354,63.08851224,0.655237079,0.640855491,0.740212977,0.733933032
336,0.652397335,63.27683616,0.65727061,0.641614258,0.742038459,0.734845489
337,0.656446159,63.46516008,0.657792836,0.642223895,0.742695659,0.734903276
338,0.656512797,63.65348399,0.657915384,0.643787533,0.742765993,0.736034542
339,0.657474071,63.84180791,0.658078343,0.644375265,0.743459821,0.737477779
340,0.657668144,64.03013183,0.658576459,0.645199239,0.744759858,0.739211142
341,0.658141583,64.21845574,0.659100294,0.647181928,0.745173603,0.739410788
342,0.658609748,64.40677966,0.66049999,0.647464812,0.745218992,0.739706039
343,0.65869087,64.59510358,0.6609492,0.648921818,0.745385855,0.740270346
344,0.661495656,64.7834275,0.662179917,0.649739593,0.745950788,0.741004288
345,0.662584394,64.97175141,0.663936347,0.650663674,0.746363044,0.74319154
346,0.663415879,65.16007533,0.664550483,0.652175605,0.74656859,0.744623929
347,0.663695097,65.34839925,0.666199535,0.656548083,0.747220695,0.744630128
348,0.66389972,65.53672316,0.666947514,0.658975065,0.747827321,0.745757192
349,0.664137721,65.72504708,0.66715762,0.659980118,0.748869598,0.746346414
350,0.665658891,65.913371,0.667171568,0.660810292,0.74908179,0.746592849
351,0.666527957,66.10169492,0.66801703,0.662658513,0.749125153,0.746714622
352,0.66675517,66.29001883,0.669135451,0.663397223,0.749481857,0.746718258
353,0.667412043,66.47834275,0.669204891,0.664826274,0.749843061,0.746734023
354,0.668625414,66.66666667,0.671826154,0.665282547,0.750249684,0.747073889
355,0.669413626,66.85499058,0.673352897,0.666033328,0.750398174,0.747671962
356,0.670088917,67.0433145,0.674217343,0.666143358,0.750420198,0.748016924
357,0.670792818,67.23163842,0.676314801,0.666768342,0.751256287,0.74827981
358,0.671055764,67.41996234,0.678539276,0.667901754,0.751478866,0.748502374
359,0.671454906,67.60828625,0.683422387,0.668003649,0.752531514,0.750647277
360,0.673503101,67.79661017,0.684028327,0.669230998,0.753441527,0.751214117
361,0.674364269,67.98493409,0.689209551,0.670548975,0.753621861,0.752437577
362,0.677690238,68.173258,0.693996459,0.671432555,0.753743708,0.752510294
363,0.683147848,68.36158192,0.694648445,0.672458947,0.754570886,0.75284712
364,0.683288515,68.54990584,0.694673747,0.673650861,0.754822925,0.75442344
365,0.683471322,68.73822976,0.698538184,0.680442393,0.756050378,0.754810244
366,0.68364346,68.92655367,0.69856596,0.680591375,0.756553993,0.75493148
367,0.684282124,69.11487759,0.698779404,0.680627376,0.756619647,0.754954144
368,0.684626102,69.30320151,0.701882571,0.68097347,0.757115692,0.755522072
369,0.68574357,69.49152542,0.702194005,0.683351696,0.757515773,0.75575085
370,0.687713385,69.67984934,0.703611642,0.686787844,0.75811623,0.755835652
371,0.688496917,69.86817326,0.70380941,0.687332273,0.759502277,0.756460845
372,0.689506352,70.05649718,0.706175268,0.687534958,0.761531085,0.756641686
373,0.690266758,70.24482109,0.706317067,0.689325958,0.761675805,0.757973552
374,0.690321475,70.43314501,0.709640682,0.690646589,0.762280568,0.758145705
375,0.690492809,70.62146893,0.71519953,0.69116044,0.762337416,0.75889045
376,0.699780494,70.80979284,0.715305984,0.693534434,0.763618097,0.759215638
377,0.700559974,70.99811676,0.716475576,0.695244282,0.763785824,0.759745091
378,0.702226937,71.18644068,0.718017846,0.695851952,0.76403144,0.759858668
379,0.708112836,71.3747646,0.719114661,0.697619766,0.764362067,0.760319054
380,0.709118038,71.56308851,0.719655663,0.701544493,0.764466882,0.761164322
381,0.709931731,71.75141243,0.721126705,0.703079283,0.765064195,0.761224493
382,0.711781859,71.93973635,0.721132636,0.703168869,0.765377879,0.762422264
383,0.712058365,72.12806026,0.721552193,0.706023514,0.765658662,0.763619766
384,0.713037848,72.31638418,0.723434776,0.706719011,0.765903324,0.763749406
385,0.713111311,72.5047081,0.725743592,0.70674628,0.766779527,0.763848469
386,0.714307189,72.69303202,0.725869268,0.710397899,0.769351199,0.763864174
387,0.716550291,72.88135593,0.728453159,0.710998178,0.769691855,0.764793485
388,0.716560245,73.06967985,0.729454756,0.711801231,0.770386219,0.765020758
389,0.717222303,73.25800377,0.729799867,0.712817341,0.770505384,0.76621604
390,0.721257269,73.44632768,0.730024576,0.714214593,0.770539179,0.767846763
391,0.722300082,73.6346516,0.731710464,0.716418386,0.771655127,0.769758359
392,0.723590195,73.82297552,0.734492838,0.721765727,0.771948323,0.771246374
393,0.72440353,74.01129944,0.735824376,0.722297549,0.772504732,0.771533906
394,0.725380182,74.19962335,0.736056983,0.723291397,0.773080781,0.771940708
395,0.726064116,74.38794727,0.740503788,0.723707199,0.773459211,0.773592323
396,0.726445019,74.57627119,0.741520554,0.725146204,0.773556054,0.773739278
397,0.728242487,74.7645951,0.742359459,0.726900458,0.773812681,0.773859978
398,0.732196003,74.95291902,0.743967533,0.728833407,0.774148941,0.774932235
399,0.733759493,75.14124294,0.74509722,0.729935288,0.774557978,0.774955899
400,0.733898342,75.32956685,0.746199846,0.731427878,0.776917696,0.775252953
401,0.737155437,75.51789077,0.74673897,0.737178147,0.777284548,0.775461972
402,0.740729272,75.70621469,0.747687131,0.737533867,0.777472124,0.775579751
403,0.743848652,75.89453861,0.748497725,0.746575356,0.778173804,0.776124299
404,0.744723141,76.08286252,0.74878338,0.747231841,0.778709561,0.776159704
405,0.745778501,76.27118644,0.749221474,0.747854352,0.778812453,0.777451426
406,0.747948617,76.45951036,0.752643064,0.747877091,0.779313445,0.77772221
407,0.748812735,76.64783427,0.754341662,0.748770416,0.779366165,0.778051704
408,0.752955824,76.83615819,0.755426675,0.751101196,0.780010581,0.780514672
409,0.754042983,77.02448211,0.758476347,0.751478493,0.78039813,0.781001478
410,0.75504221,77.21280603,0.764561057,0.752507493,0.781923726,0.781729415
411,0.756011277,77.40112994,0.767571315,0.754373878,0.782227516,0.781971917
412,0.760993406,77.58945386,0.767986745,0.755078569,0.782754824,0.782553941
413,0.764422193,77.77777778,0.768436894,0.755254194,0.78342025,0.783578232
414,0.765102431,77.96610169,0.768536568,0.756384954,0.784150332,0.785339355
415,0.767305762,78.15442561,0.769272402,0.758768186,0.784936234,0.785623148
416,0.769177958,78.34274953,0.770434543,0.759162664,0.785772189,0.78742297
417,0.772995964,78.53107345,0.775592059,0.759769589,0.786854386,0.788267732
418,0.773913071,78.71939736,0.7815056,0.762198478,0.787047103,0.788763434
419,0.77479513,78.90772128,0.782385424,0.76968199,0.788791671,0.789537489
420,0.778929725,79.0960452,0.7833132,0.77361156,0.790107042,0.789678708
421,0.782292157,79.28436911,0.784386441,0.774207741,0.791809753,0.789786309
422,0.782559305,79.47269303,0.785896704,0.779474884,0.792152777,0.790343583
423,0.784826055,79.66101695,0.789730489,0.780611634,0.792821467,0.790981203
424,0.789279222,79.84934087,0.793238327,0.785918683,0.793291241,0.791740626
425,0.793807298,80.03766478,0.793242171,0.789506435,0.794396773,0.791875854
426,0.795797989,80.2259887,0.800336018,0.79441601,0.795353502,0.792518541
427,0.796669096,80.41431262,0.800870538,0.795455396,0.795583516,0.793458447
428,0.797773927,80.60263653,0.804961264,0.796113804,0.795899585,0.793512121
429,0.798489347,80.79096045,0.807047054,0.797578409,0.795920312,0.79356648
430,0.798857257,80.97928437,0.808320045,0.798862532,0.796143562,0.793652818
431,0.803149611,81.16760829,0.809200898,0.79912369,0.796323478,0.7940761
432,0.804163784,81.3559322,0.810039923,0.800286517,0.797410786,0.794244528
433,0.805781588,81.54425612,0.810083747,0.800774097,0.799091697,0.794841945
434,0.809752107,81.73258004,0.811640859,0.802920029,0.799103662,0.795601234
435,0.81372489,81.92090395,0.814059019,0.805362672,0.799228549,0.796023965
436,0.817495406,82.10922787,0.828626588,0.810280696,0.800146863,0.797095165
437,0.819202989,82.29755179,0.829800114,0.81134519,0.800250098,0.798359722
438,0.820194706,82.48587571,0.83048743,0.813348755,0.800908476,0.799184993
439,0.82245703,82.67419962,0.831811771,0.813671544,0.801423535,0.7993339
440,0.825457484,82.86252354,0.839375705,0.820804045,0.801494107,0.800281465
441,0.826505467,83.05084746,0.841392964,0.822943389,0.801712215,0.800497934
442,0.836435273,83.23917137,0.844445899,0.830180123,0.802381694,0.800571591
443,0.83712627,83.42749529,0.845647544,0.831021979,0.80297552,0.802491933
444,0.841677591,83.61581921,0.845708907,0.833569884,0.803323865,0.80308634
445,0.847513154,83.80414313,0.847766235,0.844436973,0.803503811,0.803323761
446,0.848087281,83.99246704,0.852156147,0.844513223,0.803554401,0.804134518
447,0.848646536,84.18079096,0.853208408,0.848505989,0.803913206,0.804232463
448,0.852857664,84.36911488,0.858302683,0.848832011,0.804403678,0.805199385
449,0.854557917,84.55743879,0.85925509,0.855485722,0.805076852,0.805523887
450,0.856462091,84.74576271,0.860750794,0.855663612,0.805106446,0.805889338
451,0.862457305,84.93408663,0.860857442,0.856583893,0.807876274,0.805935428
452,0.866051868,85.12241055,0.867717177,0.85722515,0.808805645,0.806062609
453,0.868606344,85.31073446,0.871077523,0.857350931,0.809579954,0.806143463
454,0.87190336,85.49905838,0.874274746,0.857556269,0.810026556,0.806534246
455,0.877614208,85.6873823,0.875113107,0.860781848,0.810045511,0.807807177
456,0.892678156,85.87570621,0.894622497,0.869331509,0.810198352,0.807820454
457,0.893337794,86.06403013,0.895619102,0.870971024,0.812246084,0.808832154
458,0.895902053,86.25235405,0.898204818,0.878535621,0.812493443,0.80932194
459,0.899380043,86.44067797,0.898921639,0.88773419,0.813868478,0.80946207
460,0.903467372,86.62900188,0.902812913,0.888473146,0.815184698,0.811075419
461,0.905510947,86.8173258,0.907525524,0.890618309,0.815797463,0.812407032
462,0.905722268,87.00564972,0.907641932,0.897532046,0.815871492,0.813669458
463,0.910942204,87.19397363,0.908644274,0.905444384,0.817698732,0.815461889
464,0.911375284,87.38229755,0.909186415,0.908103652,0.818127543,0.815980837
465,0.912113272,87.57062147,0.911443919,0.910859421,0.818218902,0.81634675
466,0.914254233,87.75894539,0.919873409,0.914628297,0.818953484,0.816434115
467,0.918183938,87.9472693,0.922426485,0.915200256,0.81981343,0.816568941
468,0.921343379,88.13559322,0.930626355,0.917141356,0.819951892,0.817667395
469,0.923361264,88.32391714,0.931311086,0.923994407,0.820473582,0.817903504
470,0.925319172,88.51224105,0.932563022,0.924231097,0.820977226,0.818333194
471,0.925329342,88.70056497,0.93292506,0.926638052,0.821293429,0.81841737
472,0.927207597,88.88888889,0.934301138,0.92880743,0.822083935,0.818796441
473,0.928800471,89.07721281,0.934592053,0.931826815,0.823199481,0.819081232
474,0.930540256,89.26553672,0.936056055,0.93328736,0.823873937,0.819335908
475,0.935366787,89.45386064,0.936382636,0.934083335,0.823948383,0.819613591
476,0.936005898,89.64218456,0.936402172,0.935884193,0.825607195,0.822294161
477,0.936967783,89.83050847,0.936424717,0.937229224,0.82651341,0.822347924
478,0.93725162,90.01883239,0.936857566,0.937600583,0.827015623,0.822416887
479,0.937551454,90.20715631,0.941207673,0.93857497,0.827029854,0.822683662
480,0.940493755,90.39548023,0.941701744,0.939437021,0.828222424,0.822964489
481,0.940725006,90.58380414,0.948670272,0.939699341,0.829437211,0.823028758
482,0.945038609,90.77212806,0.949216597,0.946511794,0.83036682,0.82303986
483,0.946800087,90.96045198,0.950391281,0.948055573,0.830462515,0.825495839
484,0.946934454,91.14877589,0.952134583,0.949051637,0.830854282,0.825557247
485,0.948400132,91.33709981,0.954342306,0.950634409,0.83111313,0.82602863
486,0.952661872,91.52542373,0.954747025,0.953083329,0.831315413,0.828613147
487,0.953342553,91.71374765,0.960577317,0.953526348,0.831510231,0.829216793
488,0.95581026,91.90207156,0.960612554,0.958517246,0.83419317,0.829796314
489,0.95868421,92.09039548,0.960763887,0.958774015,0.834815636,0.830132142
490,0.958684403,92.2787194,0.96211816,0.95983519,0.835577905,0.830756277
491,0.959123671,92.46704331,0.964193866,0.961826861,0.836088762,0.831535235
492,0.959307585,92.65536723,0.964280561,0.964057639,0.836317807,0.831694871
493,0.960870374,92.84369115,0.96443373,0.964829382,0.836446881,0.831959501
494,0.963086504,93.03201507,0.966286317,0.96487651,0.8365518,0.833950654
495,0.964642346,93.22033898,0.967105441,0.968284134,0.837938413,0.835007787
496,0.966678783,93.4086629,0.967992488,0.968395025,0.840121374,0.835756108
497,0.966729429,93.59698682,0.96846782,0.969429454,0.841904551,0.836570755
498,0.966909025,93.78531073,0.968916986,0.970762817,0.84195058,0.837715492
499,0.967690211,93.97363465,0.969270693,0.97115219,0.842378736,0.838000834
500,0.967724979,94.16195857,0.971599143,0.971322551,0.843347579,0.838740468
501,0.96956435,94.35028249,0.972375063,0.971885465,0.847049102,0.838966653
502,0.969888484,94.5386064,0.97353301,0.972318644,0.849465281,0.844839856
503,0.970226226,94.72693032,0.973957764,0.97254697,0.850783497,0.845029518
504,0.970308287,94.91525424,0.974838218,0.972692365,0.850984409,0.845875844
505,0.97082673,95.10357815,0.974875951,0.973061748,0.851459697,0.846154392
506,0.97368785,95.29190207,0.974979404,0.973746346,0.853106126,0.846280783
507,0.973948751,95.48022599,0.975299148,0.975031732,0.853433162,0.846775711
508,0.976015482,95.66854991,0.976300955,0.976148119,0.854147226,0.847262233
509,0.976182859,95.85687382,0.977142768,0.9766178,0.854891971,0.848691151
510,0.976374099,96.04519774,0.978875564,0.978342775,0.855370179,0.849083513
511,0.976730587,96.23352166,0.979193542,0.979291206,0.855454132,0.849677145
512,0.978545334,96.42184557,0.98088214,0.980926156,0.855776906,0.851012543
513,0.979169864,96.61016949,0.981676523,0.980957298,0.855965033,0.852341563
514,0.979652686,96.79849341,0.982281867,0.981080167,0.856039107,0.852391049
515,0.979665618,96.98681733,0.982353834,0.981506223,0.856928498,0.853231177
516,0.980190031,97.17514124,0.982910326,0.9819146,0.859174222,0.855794042
517,0.980714383,97.36346516,0.983100785,0.98226749,0.859179944,0.863657922
518,0.980778772,97.55178908,0.984052097,0.982918646,0.859288394,0.864078745
519,0.98078333,97.74011299,0.984602944,0.983441519,0.861122444,0.864795148
520,0.981441015,97.92843691,0.984861308,0.983449396,0.862272844,0.865418851
521,0.982008575,98.11676083,0.985042082,0.984145705,0.862481877,0.867340267
522,0.982663244,98.30508475,0.985394092,0.984544625,0.862846419,0.868964553
523,0.98378559,98.49340866,0.985529956,0.984940176,0.863827169,0.869964227
524,0.985424798,98.68173258,0.988393274,0.98500557,0.871427029,0.870161772
525,0.98649339,98.8700565,0.988637032,0.986403871,0.872036025,0.876545146
526,0.986608339,99.05838041,0.988861597,0.986447891,0.87778993,0.87698324
527,0.987054395,99.24670433,0.989053607,0.987600034,0.878858872,0.877409317
528,0.987310697,99.43502825,0.989435954,0.988119398,0.886361681,0.886714287
529,0.98761204,99.62335217,0.990688606,0.988530182,0.897906452,0.894335531
530,0.987863743,99.81167608,0.991312183,0.989037555,0.909780845,0.894388989
531,0.989317399,100,0.991673126,0.989882659,0.913584217,0.907791816
